url,header,release time,article content,formatted date,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
https://www.reuters.com/article/us-isuzu-motors-volvo/volvo-to-sell-low-margin-japan-truck-unit-to-isuzu-in-2-3-billion-deal-idUSKBN1YM0FK,['Volvo to sell low-margin Japan truck unit to Isuzu in $2.3 billion deal'],"['December 18, 2019 /  5:31 AM / 5 months ago']","['TOKYO/STOCKHOLM (Reuters) - Sweden’s Volvo AB will sell its Japan-based UD Trucks business to Isuzu Motors in a deal worth around $2.3 billion, exiting a low-margin business and boosting its cash pile as competition for high-tech trucking heats up. ', 'The deal, announced by the companies on Wednesday, is part of a broader alliance that will see them share advanced technology for electric and self-driving trucks and use their combined heft to cut development costs. ', 'Volvo shares rose 5% in morning trading. Isuzu shares had gained 3% during Tokyo trading hours. ', 'The partnership is the latest in a growing trend among vehicle makers joining forces to better compete in an industry upended by the rise of electric vehicles, self-driving cars and other new technologies.     ', 'Volvo said the transaction will add to its operating income by about SEK 2 billion ($208 million) and increase its net cash by SEK 22 billion. ', 'The Japanese trucking market is very competitive and not very profitable, analysts said, so the UD Trucks sale will free up cash for Volvo, as it competes with Germany’s Daimler, India’s Tata Motors and China’s Dongfeng Motor.  ', 'Volvo is among the world’s biggest makers of heavy duty trucks and owns brands including Volvo Trucks, France’s Renault Trucks and U.S.-based Mack Trucks. ', '“This is a way to focus the business to where they are strong and making good money, and at the same time exit with a small gain,” Handelsbanken Capital Markets analyst Hampus Engellau told Reuters.  ', 'Isuzu specializes in light- to medium-sized trucks, while UD Trucks are strong in heavy as well as to a certain extent in mid-duty. ', 'The deal is expected to be completed by the end of 2020 and will consolidate a stagnant truck industry in Japan dominated by Toyota-owned Hino Motors. ', 'For Isuzu, a specialist in diesel engine technology, the partnership will give access to Volvo’s electric truck technology, which has already been deployed in distribution and waste disposal trucks. ', '“We will lean on each other’s strengths, pool from each other when it comes to technology, and leverage our larger volumes,” Volvo Group President and CEO Martin Lundstedt told reporters in Tokyo. ', 'Norway’s DNB Markets said the cash generated from the transaction will be distributed to Volvo shareholders either through an additional dividend or through share buybacks. ', 'Additional reporting by Chris Gallagher in Tokyo, Johannes Hellstrom in Stockholm; Editing by Himani Sarkar and Arun Koyyur']",2019-12-18 05:31:00,0.0,1.0,0.0,0.0,0.017,0.875,0.107,0.9858
https://www.reuters.com/article/us-health-coronavirus-volvocars/volvo-cars-to-temporarily-close-plants-in-u-s-and-sweden-idUSKBN2170WD,['Volvo cars to temporarily close plants in U.S. and Sweden'],"['March 20, 2020 /  8:14 AM / 3 months ago']","['FRANKFURT (Reuters) - Swedish carmaker Volvo is suspending production at its factories in Sweden, the United States and Belgium, to curb the spread of the coronavirus, it said on Friday, even as it resumes manufacturing in China where the infection rate has slowed. ', 'Volvo’s Swedish factories in Torslanda, Skovde, Olofstrom, and its U.S. plant in South Carolina will close between March 26 and April 14, the company said. Its plant in Ghent, Belgium has already been temporarily shut down. ', '“Our primary concerns are the health of our employees and the future of our business,” Chief Executive Hakan Samuelsson said. “I think for the economy, we need to do something drastic, rather then trying half-hearted measures that drag on forever.”  ', '“We are seeing the effect from this coronavirus is increasing every day. We see problems in the logistics supply side,” he told Reuters. “We have to help contributing to social distancing.” ', 'Samuelsson said the financial impact of the shutdown would become clearer when the carmaker published first-half earnings. The company will reduce the working hours of white-collar staff during the factory closures and will take advantage of government incentives, Samuelsson said.   ', 'The financial impact on Volvo also depended on how different countries reacted to contain the virus.  ', '“There is a big difference between countries. Some have curfews, with restaurants and schools closed. In other countries there are less drastic measures. I just think we need to synchronize that more.”      ', 'Reporting by Edward Taylor; Editing by Pravin Char']",2020-03-20 08:14:00,0.0,1.0,0.0,0.0,0.018,0.944,0.038,0.6369
https://www.reuters.com/article/us-health-coronavirus-volvo-factoriesvol/volvo-cars-to-restart-production-in-sweden-next-week-idUSKBN21Z0TI,['Volvo Cars to restart production in Sweden next week'],"['April 17, 2020 /  7:03 AM / 2 months ago']","['FRANKFURT (Reuters) - Volvo Cars will reopen its Torslanda factory and offices in Sweden next week after overhauling its production processes to help prevent coronavirus infections, following a three week shutdown caused by the pandemic, the carmaker said on Friday. ', 'Volvo’s factory in Ghent, Belgium, will reopen on 20 April, but at reduced production output and the carmaker plans to reopen its South Carolina plant in the United States on Monday 11 May after adapting sanitation and cleaning routines. ', '“We have introduced new health measures. We will work with gloves and masks in the areas where we come too close. The production rate will depend on the market. We can produce at full speed, but this depends on the orders,” Chief Executive Hakan Samuelsson told Reuters.  ', 'The Swedish carmaker, which is owned by China’s Geely [GEELY.UL], has a good order intake, but three weeks’ worth of production has been lost, Samuelsson said.  ', 'Because the European economy has ground to a halt, Volvo will continue to make use of shortened working hours, Samuelsson added.  ', 'In Sweden, the layout in all meeting rooms, office spaces and restaurants has been adjusted to allow for social distancing, ensuring that desks are spaced out and limiting the number of people allowed in meeting rooms and restaurants. ', 'Employees in Sweden can also take voluntary temperature tests and measure their blood oxygen levels. Office workers in other markets will continue to follow local guidelines. ', 'The engine plant in Skoevde, Sweden, and the body component manufacturing site in Olofstroem, Sweden will continue to plan their production on a weekly basis and adapt according to needs in the other plants, Volvo said.     ', 'Reporting by Edward Taylor; Editing by Michelle Martin']",2020-04-17 07:03:00,0.0,1.0,0.0,0.0,0.01,0.925,0.065,0.9231
https://www.reuters.com/article/us-health-coronavirus-volvo-dividend/truck-maker-volvo-ditches-dividend-payment-amid-covid-19-crisis-idUSKBN22O2JM,['Truck maker Volvo ditches dividend payment amid COVID-19 crisis'],"['May 12, 2020 /  4:31 PM / 2 months ago']","['(Reuters) - Swedish truck maker Volvo (', ') will withdraw its proposed dividend for 2019, it said on Tuesday, joining a slew of firms opting not to make payments to shareholders because of the coronavirus crisis. ', 'Volvo said its financial position was strong but the business environment internationally was uncertain. As a “precautionary measure”, it was appropriate not to pay a dividend, it added. ', '“The Board of Directors of AB Volvo has decided to withdraw the proposal to the Annual General Meeting for an ordinary dividend of SEK 5.50 per share and instead proposes that no dividend for 2019 will be paid,” it said in a statement. ', 'While Sweden has not gone into total lockdown, businesses have been hard hit, especially those dependent on the export market. ', 'Last month Volvo, a rival to Germany’s Daimler (', ') and Volkswagen subsidiary Traton (', '), warned of stalling truck orders and a weaker demand, though its first-quarter results were better than expected. ', 'Sweden’s government has launched a package of measures, including loans, guarantees and the partial payment of wages for workers put on short-time work by their employer, aiming to head off a spike in unemployment and to keep companies from going under during the crisis. ', 'But it has said that such money should only be available to companies that do not pay a dividend.  ', 'Volvo had already shelved plans for an extra shareholder payout. ', 'Reporting By Simon Johnson; Editing by Pravin Char']",2020-05-12 16:31:00,0.0,1.0,0.0,0.0,0.112,0.838,0.05,-0.9536
https://www.reuters.com/article/us-health-coronavirus-ab-volvo/truckmaker-volvo-to-put-all-20000-swedish-staff-on-temporary-lay-off-scheme-idUSKBN2171E3,"['Truckmaker Volvo to put all 20,000 Swedish staff on temporary lay off-scheme']","['March 20, 2020 /  10:37 AM / 2 months ago']","['STOCKHOLM (Reuters) - Truckmaker AB Volvo (', ') said on Friday it would put all its 20,000 staff in Sweden on a short-term, temporary lay off-scheme starting next week as it plans to close all production in the country due to the coronavirus outbreak. ', 'The company earlier this week said production at its large plant in Gothenburg and in Ghent would be halted, and that facilities at subsidiary Renault Trucks in France would temporarily close. ', '“We have reached a frame agreement with the Swedish unions about short-term, temporary lay offs of all employees in Sweden starting next week,” Volvo spokesman Claes Eliasson said.    ', '“The exact details will be decided in local agreements. There will be expections, with key functions and so on.” ', 'Eliasson said he could not say for how long the situation would continue. ', '“We of course hope for it to be as short as possible. But we are doing this to protect staff, the company, and society,” he said.  ', 'On Thursday Volvo’s board withdrew its proposal for an extraordinary dividend in light of the high uncertainty over the impact from the coronavirus spread. ', 'Reporting by Johannes Hellstrom, editing by Simon Johnson']",2020-03-20 10:37:00,0.0,1.0,0.0,0.0,0.012,0.929,0.059,0.8316
https://www.reuters.com/article/us-health-coronavirus-ab-volvo-agm/ab-volvo-postpones-agm-due-to-uncertainty-over-coronavirus-impact-idUSKBN21C0RG,['AB Volvo postpones AGM due to uncertainty over coronavirus impact'],"['March 25, 2020 /  7:01 AM / 3 months ago']","['STOCKHOLM (Reuters) - Truckmaker AB Volvo (', ') said on Wednesday it had decided to postpone its annual shareholders meeting due to the prevailing uncertainty around the effects from the global coronavirus outbreak. ', '“Recent developments have a direct effect on economies important for the Volvo Group and the assessment is that the prevailing situation will lead to weaker demand for the Group’s products and services,” the company said in a statement.  ', 'Most of Volvo’s manufacturing plants are currently closed and staff in several countries have been temporarily laid off. ', '“We believe that, in the current situation, it is responsible to postpone the Annual General Meeting, to assess how the situation develops,” said Volvo board chairman Carl-Henric Svanberg.  ', 'Reporting by Johannes Hellstrom, editing by Johan Ahlander']",2020-03-25 07:01:00,0.36,0.64,0.0,-0.5423,0.079,0.89,0.031,-0.6705
https://www.reuters.com/article/us-geely-volvo-recall/geelys-volvo-announces-its-biggest-ever-recall-over-seat-belt-cable-idUSKBN2424WT,"[""Geely's Volvo announces its biggest ever recall over seat belt cable""]","['July 1, 2020 /  8:20 AM / 2 days ago']","['STOCKHOLM (Reuters) - Volvo Cars said on Wednesday it was recalling nearly 2.2 million cars built between 2006 and 2019 to address a potential issue with cables attached to their front seat belts in the automaker’s biggest ever recall. ', 'Volvo said it would contact owners of the affected models, such as the V60, V70 and XC60, asking them to contact their Volvo retailer to have their cars repaired free of charge. ', 'The carmaker, owned by China’s Geely, said it had not received any reports of accidents or injuries connected to the flaw and that the move was preventative to avoid any possible issues in the future. ', '“The issue is related to a steel cable connected to the front seat belts,” it said. “The cable may, under certain rare circumstances and user behaviours, over time suffer from fatigue. This could eventually cause damage to the cable, resulting in reduced seat belt restraint function.” ', 'A Volvo spokesman said the company would not comment on the cost of the recall.  ', 'Reporting by Niklas Pollard; editing by Jason Neely']",2020-07-01 08:20:00,0.0,1.0,0.0,0.0,0.078,0.893,0.029,-0.8126
https://www.reuters.com/article/us-daimler-volvo-truck-fuelcells/daimler-teams-up-with-volvo-trucks-in-fuel-cell-venture-idUSKBN2230T7,['Daimler teams up with Volvo Trucks in fuel cell venture'],"['April 21, 2020 /  7:27 AM / a month ago']","['FRANKFURT (Reuters) - Daimler and Volvo Trucks have agreed to join forces to develop, produce and sell fuel cell systems for heavy-duty vehicles, in a sign that the coronavirus crisis is accelerating consolidation. ', 'Global car and truck makers are exploring ways to share costs on new technologies as customers shun showrooms in areas hit by the coronavirus pandemic lockdowns, denting profits. ', '“The common goal is for both companies to offer heavy-duty vehicles with fuel cells for demanding long-haul applications in series production in the second half of the decade,” Daimler (', ') and Volvo (', ') said on Tuesday. ', 'The joint venture agreed by the two companies will operate as an independent and autonomous entity, with Daimler Truck AG and the Volvo Group continuing to be competitors in all other areas of business, they said in a joint statement. ', '“Joining forces will decrease development costs for both companies and accelerate the market introduction of fuel cell systems in products used for heavy-duty transport and demanding long-haul applications,” the companies said. ', 'Volvo will acquire 50% in the joint venture for around 0.6 billion euros, they added. Both companies will invest a nine-digit amount each into developing the fuel cell system. ', '“We want to establish a company that serves not just the sharehoders but the entire industry,” Daimler Trucks CEO Martin Daum said in a call to discuss the deal. ', 'Upon being asked whether the corona pandemic had forced the two truck makers to explore the alliance, Volvo chief executive Martin Lundstedt said, “The coronavirus convinced us even more.”  ', 'Auto supplier Robert Bosch earlier this year announced plans to start mass production of fuel cells starting in 2022 and Hyundai has started rolling out a fleet of fuel cell strucks in Europe this year. ', 'Daimler and Volvo’s fuel cell alliance is open to other members joining, Daum and Lundstedt said on call to discuss the alliance.  ', 'Daimler Trucks will bring together all of Daimler’s fuel cell activities in a new fuel cell unit, including those of Mercedes-Benz Fuel Cell GmbH. Automotive and non-automotive usage are also part of the new joint venture’s scope. ', 'The preliminary agreement between the two companies is non-binding, with a final deal expected by the third quarter and closing before the end of 2020, the companies said. ', 'Reporting by Edward Taylor; Editing by Michelle Martin, Alexander Smith and Louise Heavens']",2020-04-21 07:27:00,0.0,1.0,0.0,0.0,0.023,0.935,0.042,0.7003
https://www.reuters.com/article/idUSL8N2BG13B,"[""BRIEF-Diadrom Holding Impacted By Customer's Cutbacks""]","['March 23, 2020 /  6:48 AM / 4 months ago']","['March 23 (Reuters) - Diadrom Holding AB: ', '* SAID ON FRIDAY THAT IN CONNECTION WITH AB VOLVO’S TEMPORARY LAYOFFS, ALL CONSULTANCY AGREEMENTS WILL BE TERMINATED AND THREE ONGOING PROJECTS WILL BE PAUSED UNTIL FURTHER NOTICE ', '* IT IS TOO EARLY TO MAKE AN ASSESSMENT OF IMPACT ON COMPANY’S REVENUE AND EARNINGS ', 'Source text for Eikon: ', 'Further company coverage: (Gdansk Newsroom)']",2020-03-23 06:48:00,0.0,1.0,0.0,0.0,0.0,0.956,0.044,0.4278
https://www.reuters.com/article/health-coronavirus-ab-volvo/truckmaker-volvo-to-temparily-halt-production-at-plants-in-gothenburg-ghent-idUSL8N2BA5R5,"['Truckmaker Volvo to temparily halt production at plants in Gothenburg, Ghent']","['March 17, 2020 /  1:36 PM / 4 months ago']","['STOCKHOLM, March 17 (Reuters) - Swedish truckmaker AB Volvo has decided to temporarily halt production at its plants in Tuve, Gothenburg and Ghent, Belgium due to the impact of the coronavirus outbreak, a spokesman said on Tuesday. ', 'The news comes after Volvo late on Monday said the virus outbreak may lead to a material negative financial impact from mid-March, citing possible supply chain disruptions and workforce shortages in production. ', '“We are in an industrial system depending on many things, and we see that this will have an effect on the production in Tuve starting next Monday, spokesman Claes Eliasson told Reuters on Tuesday. ', 'Eliasson said production would stop for 15 days or until further notice. ', 'Volvo subsidiary Renault Trucks had said on Monday it would temporarily close its four plants in France, “to protect its employees and contribute to the measures requested by the French government to limit the (virus’) spread”. (Reporting by Johannes Hellstrom; Editing by Simon Johnson)']",2020-03-17 13:36:00,0.0,1.0,0.0,0.0,0.059,0.925,0.016,-0.743
https://www.reuters.com/article/daimler-volvo-truck-fuelcells/daimler-volvo-trucks-unveil-fuel-cell-alliance-idUSFWN2C81KX,"['Daimler, Volvo Trucks unveil fuel cell alliance']","['April 21, 2020 /  6:27 AM / 21 days ago']","['FRANKFURT, April 21 (Reuters) - Daimler on Tuesday signed a preliminary non-binding agreement with Volvo to develop, produce and commercialize fuel cell systems for heavy-duty vehicles. ', 'Daimler will consolidate all of its current fuel cell activities in the joint venture. The Volvo Group will acquire 50% in the joint venture for the sum of approximately 0.6 billion euros, the companies said in a joint release. ', 'The joint venture will operate as an independent and autonomous entity, with Daimler Truck AG and the Volvo Group continuing to be competitors in all other areas of business, the companies said. ', 'Reporting by Edward Taylor\nEditing by Michelle Martin']",2020-04-21 06:27:00,0.0,1.0,0.0,0.0,0.0,0.97,0.03,0.4939
https://www.reuters.com/article/brief-volvo-renault-trucks-signs-agreeme/brief-volvo-renault-trucks-signs-agreement-with-the-carlsberg-group-idUSASN0002NT,['BRIEF-Volvo: Renault Trucks Signs Agreement With The Carlsberg Group'],"['June 1, 2016 /  3:36 PM / 3 months ago']","['Feb 5 (Reuters) - Volvo AB: ', '* RENAULT TRUCKS SIGNS HISTORIC AGREEMENT WITH THE CARLSBERG GROUP TO DELIVER 20 ELECTRIC TRUCKS ', '* RENAULT TRUCKS SIGNS HISTORIC AGREEMENT WITH THE CARLSBERG GROUP TO DELIVER 20 ELECTRIC TRUCKS ', '* RENAULT TRUCKS IS TAKING A CRITICAL STEP IN TRANSFORMATION OF URBAN TRANSPORT BY ANNOUNCING SIGNING OF A CONTRACT WITH CARLSBERG GROUP TO DELIVER 20 D WIDE Z.E. ', '* TRUCKS, WHICH WILL BE DELIVERED IN 2020, WILL BE OPERATED BY FELDSCHLÖSSCHEN BREWERY, CARLSBERG’S SWISS SUBSIDIARY Source text for Eikon: Further company coverage: (Gdansk Newsroom)']",2016-06-01 15:36:00,0.0,0.714,0.286,0.4939,0.031,0.888,0.081,0.7034
https://www.reuters.com/article/brief-puretech-health-says-clinical-tria/brief-puretech-health-says-clinical-trial-initiated-of-wholly-owned-candidate-idUSASN0003P5,['BRIEF-Puretech Health Says Clinical Trial Initiated Of Wholly-Owned Candidate'],"['November 4, 2016 /  7:40 AM / 4 months ago']","['March 3 (Reuters) - PureTech Health PLC: ', '* PURETECH HEALTH PLC  - CLINICAL TRIAL INITIATED OF WHOLLY-OWNED CANDIDATE ', '* PURETECH HEALTH PLC - FIRST PARTICIPANT DOSED IN CLINICAL TRIAL OF WHOLLY-OWNED LYMPHOEDEMA CANDIDATE LYT-100 ', '* PURETECH HEALTH - MANY ASCENDING DOSE, FOOD EFFECT STUDY WILL BE FOLLOW-UP TO PREVIOUSLY CONDUCTED SINGLE ASCENDING DOSE CLINICAL TRIAL OF LYT-100 Source text for Eikon: Further company coverage:']",2016-11-04 07:40:00,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.reuters.com/article/brief-ferronordic-says-impact-on-ferrono/brief-ferronordic-says-impact-on-ferronordics-business-from-volvo-groups-decision-to-suspend-operations-at-several-production-sites-idUSASN0004FD,"[""BRIEF-Ferronordic Says Impact On Ferronordic's Business From Volvo Group's Decision To Suspend Operations At Several Production Sites""]","['March 20, 2020 /  5:29 PM / 2 months ago']","['March 20 (Reuters) - Ferronordic AB: ', '* IMPACT ON FERRONORDIC’S BUSINESS FROM VOLVO GROUP’S DECISION TO SUSPEND OPERATIONS AT SEVERAL PRODUCTION SITES ', '* FERRONORDIC-SUSPENSION OF VOLVO OPERATIONS TO NEGATIVELY IMPACT CO’S SUPPLY OF CONSTRUCTION EQUIPMENT IN RUSSIA,KAZAKHSTAN&SUPPLY OF TRUCKS IN GERMANY ', '* IMPACT OF PRODUCTION CLOSURES ON FERRONORDIC’S OPERATIONS AND FINANCIAL POSITION CAN NOT BE ASSESSED AT THIS MOMENT Source text for Eikon: Further company coverage:']",2020-03-20 17:29:00,0.126,0.874,0.0,-0.3182,0.043,0.957,0.0,-0.4648
https://www.reuters.com/article/brief-ab-volvo-to-temporarily-halt-produ/brief-ab-volvo-to-temporarily-halt-production-at-plants-in-tuve-ghent-spokesman-idUSFWN2BA0SV,"['BRIEF-AB Volvo to temporarily halt production at plants in Tuve, Ghent - spokesman']","['March 17, 2020 /  1:12 PM / 4 months ago']","['March 17 (Reuters) - Volvo AB: ', '* AB VOLVO TO TEMPORARILY HALT PRODUCTION AT TUVE PLANT IN GOTHENBURG - SPOKESMAN ', '* AB VOLVO SAYS PRODUCTION HALT AT TUVE PLANT FOR 15 DAYS OR UNTIL NEW ANNOUNCEMENT MADE - SPOKESMAN ', '* AB VOLVO SAYS HAS ALSO HALTED PRODUCTION IN GHENT - SPOKESMAN Source text for Eikon: Further company coverage: (Stockholm Newsroom)']",2020-03-17 13:12:00,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.reuters.com/article/brief-ab-volvo-sees-risk-of-material-fin/brief-ab-volvo-sees-risk-of-material-financial-impact-from-coronavirus-pandemic-idUSFWN2B91M6,['BRIEF-AB Volvo Sees Risk Of Material Financial Impact From Coronavirus Pandemic'],"['March 16, 2020 /  7:37 PM / 2 months ago']","['March 16 (Reuters) - Volvo AB: ', '* UPDATE ON IMPACT FROM COVID-19 ON VOLVO GROUP ', '* CONSEQUENCES OF COVID-19 OUTBREAK IS AFFECTING VOLVO GROUP ', '* DUE TO COVID-19 THERE IS A CONSIDERABLE RISK OF A MATERIAL FINANCIAL IMPACT ON GROUP AS FROM MID-MARCH ', '* THERE IS ALSO A POTENTIAL IMPACT ON DEMAND GOING FORWARD DUE TO CORONAVIRUS ', '* GIVEN UNCERTAIN SITUATION, IT IS NOT CURRENTLY POSSIBLE TO PREDICT FULL POTENTIAL IMPACT ON VOLVO GROUP. Source text for Eikon: Further company coverage: (Reporting By Niklas Pollard)']",2020-03-16 19:37:00,0.174,0.826,0.0,-0.2732,0.088,0.912,0.0,-0.7905
